"ORDER_SEQID","C_CODE","SHORT_NAME","PO_NO_TYPE","PO_NO","C_PART_NO","PART_NO","PN_DESC","C_PRICE","IS_TAX","TAX_RATE","SPEC_DESC","COMM_DESC","AMOUNT","MONEY","DELIVERY_AMOUNT","COMM_DELIVERY_AMOUNT","SELF_DELIVERY_AMOUNT","LOCK_AMOUNT","SELF_LOCK_AMOUNT","COMM_LOCK_AMOUNT","ORG_DELIVERY_DATE","PRE_DELIVERY_DATE","VER_DELIVERY_DATE","PERIOD","RLT_ORDER_PO_NO","VENDOR_CODE","STATE","ACTIVE_STATE","RLT_SEND_PO_NO","DELIVERY_HOUSE_TYPE","SETTLEMENT_TYPE","STAFF_ID","STAFF_NAME","SALES_ID","SALES","CONTACT_FEE","C_PRICE_TAX","ORDERAMOUNT"
158,"GC0115","科翔","0","100707002","ELJFC1R0JF","ELJFC1R0JF-G","2520 1.0UH +/-5%",0.01932,"0",0,"",NULL,40000,772.8,0,0,0,0,0,0,"2010-08-28",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,40000
159,"GC0115","科翔","0","100707002","ELJFA470KF","ELJFA470KF-G","松下 3225 47UH",0.01932,"0",0,"",NULL,30000,579.6,0,0,0,0,0,0,"2010-08-28",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,30000
160,"GC0129","科比特","0","GH20100252","ELJPA4R7MF","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.17,"1",0,"",NULL,14000,2380,0,0,0,0,0,0,"2010-08-07",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","2","8","谢冰冰","2","曾跃群",0,0.17,14000
161,"GC0006","喜恩碧","0","PO1004-104","LC00100CK1","ELJFC101KF-G","2520 100UH +/-10%",0.21067371,"1",0.17,"",NULL,40000,8426.9484,0,0,0,0,0,0,"2010-06-02",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,40000
162,"GC0006","喜恩碧","0","PO1006-170","LC002R2DM2","ELJPA2R2MF-G","3225 2.2UH +/-20%低内阻",0.21067371,"1",0.17,"",NULL,20000,4213.4742,0,0,0,0,0,0,"2010-08-02",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,20000
163,"GC0006","喜恩碧","0","PO1007-044","LC00039CK2","ELJFC390KF-G","2520 39UH +/-10%",0.21067371,"1",0.17,"",NULL,20000,4213.4742,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,20000
164,"GC0006","喜恩碧","0","PO1007-044","LC00068CK1","ELJFC680KF-G","2520 68UH +/-10%",0.21067371,"1",0.17,"",NULL,20000,4213.4742,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,20000
165,"GC0006","喜恩碧","0","PO1007-044","LC001R5CJ1","ELJFC1R5JF-G","2520 1.5UH +/-5%",0.21067371,"1",0.17,"",NULL,14000,2949.4319,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,14000
166,"GC0006","喜恩碧","0","PO1007-044","LC002R2DM2","ELJPA2R2MF-G","3225 2.2UH +/-20%低内阻",0.21067371,"1",0.17,"",NULL,20000,4213.4742,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,20000
167,"GC0006","喜恩碧","0","PO1007-044","LC004R7CJ1","ELJFC4R7JF-G","2520 4.7UH +/-5%",0.21067371,"1",0.17,"",NULL,6000,1264.0423,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,6000
168,"GC0006","喜恩碧","0","PO1007-044","LC004R7DM2","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.2464882407,"1",0.17,"",NULL,14000,3450.8354,0,0,0,0,0,0,"2010-08-22",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,14000
169,"GC0006","喜恩碧","0","PO1007-111","LC004R7CJ1","ELJFC4R7JF-G","2520 4.7UH +/-5%",0.21067371,"1",0.17,"",NULL,6000,1264.0423,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,6000
170,"GC0006","喜恩碧","0","PO1007-111","LC004R7DM2","ELJPA4R7MF-G","3225 4.7UH +/-20%低内阻",0.21067371,"1",0.17,"",NULL,6000,1264.0423,0,0,0,0,0,0,"2010-09-01",NULL,NULL,"201008","P10032324RVE.02","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0.17,6000
171,"GC0069","建恩","0","PG4779","107H-0547-B4-L","GCD52-4R7NC","52 4.7UH +/-25%",0.5616,"1",0.17,"",NULL,4000,2246.4,0,0,0,0,0,0,"2010-09-02",NULL,NULL,"201008","P10032341","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,4000
172,"GC0048","建威","0","PO2010060257","12-0400-0007E","GCRH2D18A/HP-4R7NC","2D18A/HP 4.7UH 高度2MM DCR小于78M欧 可耐电流0.63A +/-25% 对角型脚位",0.495,"0",0,"",NULL,98000,48510,0,0,0,0,0,0,"2010-06-17",NULL,NULL,"201008","P10032341","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,98000
173,"GC0048","建威","0","PO2010080039","12-0400-0007E","GCRH2D18A/HP-4R7NC","2D18A/HP 4.7UH 高度2MM DCR小于78M欧 可耐电流0.63A +/-25% 对角型脚位",0.48,"0",0,"调价后的价格，上一张单还是按原价卖",NULL,50000,24000,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032341","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,50000
174,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,70000,33950,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
175,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,70000,33950,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
176,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,60000,29100,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
177,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25201R0K","#FSLM2520-1R0J=P2","TOKO",0.485,"1",0.17,"",NULL,48000,23280,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,48000
178,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,70000,21700,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
179,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,70000,21700,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
180,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,60000,18600,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
181,"GC0013","创力仕实业","0","1007088","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,48000,14880,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,48000
182,"GC0013","创力仕实业","0","1007088","FSMR-LL1608FSL10N","LL1608-FSL10NJ","TOKO",0.15,"1",0.17,"",NULL,140000,21000,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,140000
183,"GC0013","创力仕实业","0","1007088","FSMR-LL1608FSL10N","LL1608-FSL10NJ","TOKO",0.15,"1",0.17,"",NULL,140000,21000,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,140000
184,"GC0013","创力仕实业","0","1007088","FSMR-LL1608FSL10N","LL1608-FSL10NJ","TOKO",0.15,"1",0.17,"",NULL,120000,18000,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,120000
185,"GC0013","创力仕实业","0","1007088","FSMR-LL1608FSL10N","LL1608-FSL10NJ","TOKO",0.15,"1",0.17,"",NULL,100000,15000,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032375","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,100000
186,"GC0122","金轮RMB","0","GR-GD1006D","GCRH104RNP-470N","GCRH104R-470NC","47UH 要求参数与SUMIDA料号：CDRH104RNP-470NC完全相同，特别是DCR，500PCS/R",1.1,"0",0,"",NULL,10000,11000,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032381","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,10000
187,"GC0104","杰信","0","AEL201009009-1462-04","SCDS6D38T-100M-S-N","SCDS6D38T-100M-S-N","CHILISIN INDUCTOR 10UH,2.A,38 MILLIOHM",0.95,"0",0,"可确定明细",NULL,14000,13300,0,0,0,0,0,0,"2010-08-01",NULL,NULL,"201008","P10032395RVE.01","GV0027","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0,14000
188,"GC0019","金三立视频","0","B1005003","L.C.01013000","GSLF7032T-100M","1.3A 10UH",1.15,"1",0.17,"",NULL,1000,1150,0,0,0,0,0,0,"2010-07-11",NULL,NULL,"201008","P10032412","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,1000
189,"GC0019","金三立视频","0","B1007032","L.C.01013000","GSLF7032T-100M","1.3A 10UH",1.15,"1",0.17,"",NULL,5000,5750,0,0,0,0,0,0,"2010-07-11",NULL,NULL,"201008","P10032412","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,5000
190,"GC0019","金三立视频","0","B1007032","L.D.01002000","GCRH104R-100M","2A 10UH",0.82,"1",0.17,"",NULL,1000,820,0,0,0,0,0,0,"2010-07-11",NULL,NULL,"201008","P10032425","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,1000
191,"GC0013","创力仕实业","0","1007088","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,140000,74900,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032433","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,140000
192,"GC0013","创力仕实业","0","1007088","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,120000,64200,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032433","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,120000
193,"GC0013","创力仕实业","0","1007088","FSMR-LLQ1608FR33J","LLQ1608-FR33J","要求和TOKO P/N:LLQ1608-FR33J电气性能一致,包装及编带和TOKO LLQ1608系列一致",0.535,"1",0.17,"",NULL,100000,53500,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032433","GV0011","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,100000
194,"GC0013","创力仕实业","0","1007088","FSMR-DLW21SN181S","DLW21SN181SQ2L","0805 180 OHM",0.77,"1",0.17,"",NULL,70000,53900,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032448","GV0012","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
195,"GC0013","创力仕实业","0","1007088","FSMR-DLW21SN181S","DLW21SN181SQ2L","0805 180 OHM",0.77,"1",0.17,"",NULL,70000,53900,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032448","GV0012","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
196,"GC0013","创力仕实业","0","1007088","FSMR-DLW21SN181S","DLW21SN181SQ2L","0805 180 OHM",0.77,"1",0.17,"",NULL,60000,46200,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032448","GV0012","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
197,"GC0013","创力仕实业","0","1007088","FSMR-DLW21SN181S","DLW21SN181SQ2L","0805 180 OHM",0.77,"1",0.17,"",NULL,50000,38500,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032448","GV0012","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,50000
198,"GC0013","创力仕实业","0","1007088","FSRR-A7503CY-330M","A7503CY-330M","TOKO",0.85,"1",0.17,"",NULL,71000,60350,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032459","GV0028","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,71000
199,"GC0013","创力仕实业","0","1007088","FSRR-A7503CY-330M","A7503CY-330M","TOKO",0.85,"1",0.17,"",NULL,70000,59500,0,0,0,0,0,0,"2011-01-03",NULL,NULL,"201008","P10032459","GV0028","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
200,"GC0013","创力仕实业","0","1007088","FSRR-A7503CY-330M","A7503CY-330M","TOKO",0.85,"1",0.17,"",NULL,60000,51000,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032459","GV0028","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
201,"GC0013","创力仕实业","0","1007088","FSRR-A7503CY-330M","A7503CY-330M","TOKO",0.85,"1",0.17,"",NULL,50000,42500,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032459","GV0028","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,50000
202,"GC0064","保千里","0","2010061003","56UH/3225","ELJPA560KF-G","3225 56UH",0.19,"0",0,"机型：872EC 生产单号：RYE-100330-02",NULL,10000,1900,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032477","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,10000
203,"GC0064","保千里","0","2010070104","56UH/3225","ELJPA560KF-G","3225 56UH",0.19,"0",0,"",NULL,10000,1900,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032477","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,10000
204,"GC0064","保千里","0","2010080501","56UH/3225","ELJPA560KF-G","3225 56UH",0.19,"0",0,"",NULL,10000,1900,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032477","GV0001","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,10000
205,"GC0016","飞歌汽车音响","0","FA-PO-A20100713007","DZ03V0022R0","GCRH74-102M","74 1000UH +/-20%",0.74,"1",0.17,"",NULL,3000,2220,0,0,0,0,0,0,"2010-08-15",NULL,NULL,"201008","P10032491","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,3000
206,"GC0016","飞歌汽车音响","0","FA-PO-A20100713007","DZ03V0022R0","GCRH74-102M","74 1000UH +/-20%",0.74,"1",0.17,"",NULL,3000,2220,0,0,0,0,0,0,"2010-10-15",NULL,NULL,"201008","P10032491","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,3000
207,"GC0016","飞歌汽车音响","0","FA-PO-A20100713007","DZ03V0009R0","GCRH125-470M","125 47UH +/-20%",0.75,"1",0.17,"",NULL,3000,2250,0,0,0,0,0,0,"2010-08-15",NULL,NULL,"201008","P10032491","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,3000
208,"GC0016","飞歌汽车音响","0","FA-PO-A20100713007","DZ03V0009R0","GCRH125-470M","125 47UH +/-20%",0.75,"1",0.17,"",NULL,2500,1875,0,0,0,0,0,0,"2010-10-15",NULL,NULL,"201008","P10032491","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,2500
209,"GC0069","建恩","0","PG4865","107E-1415-02-L","SDFL1608LR15KT(f)","顺络CHIP INDUCTOR 0603 150NH +/-10%",0.117,"1",0.17,"",NULL,36000,4212,0,0,0,0,0,0,"2010-09-02",NULL,NULL,"201008","P10032561","GV0014","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,36000
210,"GC0069","建恩","0","PG4865","107E-1415-02-L","SDFL1608LR15KT(f)","顺络CHIP INDUCTOR 0603 150NH +/-10%",0.117,"1",0.17,"",NULL,56000,6552,0,0,0,0,0,0,"2010-09-02",NULL,NULL,"201008","P10032561","GV0014","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,56000
211,"GC0048","建威","0","PO2010070191","12-0400-0007E","GCRH2D18A/HP-4R7NC","2D18A/HP 4.7UH 高度2MM DCR小于78M欧 可耐电流0.63A +/-25% 对角型脚位",0.48,"0",0,"",NULL,100000,48000,0,0,0,0,0,0,"2010-07-18",NULL,NULL,"201008","P10032588","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,100000
212,"GC0069","建恩","0","PG4907","107H-0547-B4-L","GCD52-4R7NC","52 4.7UH +/-25%",0.5616,"1",0.17,"",NULL,826,463.8816,0,0,0,0,0,0,"2010-09-21",NULL,NULL,"201008","P10032615","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,826
213,"GC0120","数字印数码","0","1007B0000642","MG1LC01R53KC00","GCRH2D14AT-1R5NC","2000mA 1.5UH 对角型脚位 +/-30%",0.55,"0",0,"",NULL,1000,550,0,0,0,0,0,0,"2010-08-03",NULL,NULL,"201008","P10032666","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,1000
214,"GC0127","康乾电子","0","201007026004","GCRH3D28/LD-101NC","GCRH3D28/LD-101NC","3D28 100UH +/-25% 半月型脚位\r\n",0.78,"0",0,"",NULL,2500,1950,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032666","GV0005","20","ACTIVE",NULL,"1","3","8","谢冰冰","10","邱永池",0,0,2500
215,"GC0049","美赛达","0","CG-10-07-29-1525","105100U07","GCRH104R-101NC","104R 100UH +/-25%\r\n",0.68,"0",0,"",NULL,2000,1360,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032666","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","6","蒋忠旭",0,0,2000
216,"GC0013","创力仕实业","0","1007447","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,60000,18600,0,0,0,0,0,0,"2010-11-01",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
217,"GC0013","创力仕实业","0","1007447","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,60000,18600,0,0,0,0,0,0,"2010-12-01",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,60000
218,"GC0013","创力仕实业","0","1007447","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,70000,21700,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
219,"GC0013","创力仕实业","0","1007447","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,70000,21700,0,0,0,0,0,0,"2011-02-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,70000
220,"GC0013","创力仕实业","0","1007447","FSMR-FSLM25202R7J","#FSLM2520-2R7J=P2","TOKO",0.31,"1",0.17,"",NULL,40000,12400,0,0,0,0,0,0,"2011-03-01",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","5","周石富 ",0,0.17,40000
221,"GC0121","王强","0","GH20100233","#FSLM2520-221J=P2","#FSLM2520-221J=P2","TOKO",0.29,"0",0,"",NULL,30000,8700,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","2","8","谢冰冰","3","吴松",0,0,30000
222,"GC0121","王强","0","GH20100233","LL1608-FSL15NJ","GLE-15NJ-L-01","TOKO",0.068,"0",0,"",NULL,52000,3536,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","2","8","谢冰冰","3","吴松",0,0,52000
223,"GC0005","金轮","0","GR-GD1012Z","#892NBS-470M=P3","#892NBS-470M=P3","TOKO",0.5,"0",0,"可确定明细",NULL,1500,750,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,1500
224,"GC0005","金轮","0","GR-GD1012Z","#126ANS-T1098Z","GLE-1098-L-01","TOKO",0.24,"0",0,"可确定明细",NULL,2000,480,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,2000
225,"GC0005","金轮","0","GR-GD1012Z","#5PLC-1055Z","GLE-1055-L-01","TOKO",0.24,"0",0,"可确定明细",NULL,2000,480,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,2000
226,"GC0005","金轮","0","GR-GD1014Z","LL1608-FSL8N2J","LL1608-FSL8N2J","TOKO\r\n",0.011,"0",0,"可确定明细",NULL,20000,220,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,20000
227,"GC0005","金轮","0","GR-GD1017Z","#A921CY-100M=P3","GLE-100M-L-02","TOKO",0.17,"0",0,"可确定明细",NULL,15000,2550,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,15000
228,"GC0005","金轮","0","GR-GD1017Z","#875FU-682M=P3","GLE-0682-L-01","TOKO",0.2,"0",0,"可确定明细",NULL,6000,1200,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,6000
229,"GC0005","金轮","0","GR-GD1017Z","#919AS-1R8N=P3","#919AS-1R8N=P3","TOKO",0.42,"0",0,"可确定明细",NULL,2500,1050,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,2500
230,"GC0005","金轮","0","GR-GD1017Z","LL1608-FSL6N8J","LL1608-FSL6N8J","TOKO\r\n",0.011,"0",0,"可确定明细",NULL,28000,308,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,28000
231,"GC0005","金轮","0","GR-GD1018Z","#A638AN-0156Z=P3","GLE-0156-L-04","松下 3*3-50K欧 #A638AN-0156Z=P3\r\n",0.45,"0",0,"可确定明细",NULL,1500,675,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032709","GV0003","20","ACTIVE",NULL,"1","1","8","谢冰冰","3","吴松",0,0,1500
232,"GC0069","建恩","0","PG4907","107E-0547-03-L","#A997AS-4R7M","4.7UH TOKO",1.4625,"1",0.17,"",NULL,2000,2925,0,0,0,0,0,0,"2010-09-21",NULL,NULL,"201008","P10032710","GV0028","20","ACTIVE",NULL,"1","1","8","谢冰冰","4","曾湘杰",0,0.17,2000
233,"GC0127","康乾电子","0","201007029006","GCRH105R-101NC","GCRH105R-101NC","105R 100UH +/-25%\r\n",0.9,"0",0,"",NULL,800,720,0,0,0,0,0,0,"2010-08-09",NULL,NULL,"201008","P10032722","GV0005","20","ACTIVE",NULL,"1","3","8","谢冰冰","10","邱永池",0,0,800
234,"GC0107","泽昶","0","CZ20100727001","GCRH127-330N","GCRH127-330NC","127 33UH +/-25%",0.9,"1",0.17,"",NULL,6000,5400,0,0,0,0,0,0,"2010-08-06",NULL,NULL,"201008","P10032722","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,6000
235,"GC0083","昱鑫共创","0","YX10072608","GCRH4D18-331NC","GCRH4D18-331NC","4D18 330UH +/-25%",0.56,"0",0,"可确定明细",NULL,4000,2240,0,0,0,0,0,0,"2010-07-30",NULL,NULL,"201008","P10032722","GV0005","20","ACTIVE",NULL,"1","1","8","谢冰冰","10","邱永池",0,0,4000
236,"GC0031","利明实业","0","PO10072730","EDI332CD3201","GCD32-3R3NC","32 3.3UH  +/-25%25%\r\n",0.25,"1",0.17,"",NULL,12000,3000,0,0,0,0,0,0,"2010-07-31",NULL,NULL,"201008","P10032736","GV0006","20","ACTIVE",NULL,"1","1","8","谢冰冰","8","谢冰冰",0,0.17,12000
